source,type,id,icon,label,description
oh1,binding,sallegra,false,Sallegra,"The Sallegra binding supports the Sallegra Dimmer DA-ET-4, Sallegra Relay R-ET-4 and Sallegra Input ADI-ET-8/8."
oh1,binding,samsungac,false,Samsung Air Conditioner,"This binding should be compatible with Samsung Smart Air Conditioner models."
oh1,binding,samsungtv,true,Samsung TV,"This binding should be compatible with Samsung TV models which support Apple and Android remote applications."
oh1,binding,sapp,false,Picnet Sapp,"The openHAB Sapp binding connects to [Picnet](http://www.sinthesi.com) Home Automation installations. The binding supports multi master configuration as well."
oh1,binding,satel,false,Satel Integra Alarm System,"The Satel Integra Alarm System allows openHAB to connect to your alarm system via TCP/IP network with ETHM-1 module installed, or via RS-232 serial port with INT-RS module installed."
oh1,binding,serial,false,Serial,"The Serial binding allows openHAB to communicate in ASCII over serial ports attached to the openHAB server."
oh1,binding,smarthomatic,false,Smarthomatic,"The [Smarthomatic](https://www.smarthomatic.org) binding will connect a network of Smarthomatic devices to your openHAB server."
oh1,binding,snmp,false,SNMP,"The SNMP binding allows SNMP GET (polling) and SNMP SET (commanding), and the reception of SNMP TRAPs (asynchronous events). SNMP is often found in network equipment, and the binding can be used to ensure your network is operating correctly. The out binding can be used to configure network settings."
oh1,binding,sonance,false,Sonance,"This binding integrates with [Sonance DSP Amplifiers](http://www.sonance.com/electronics/amplifiers/dsp). It supports all three models (DSP 2-150, DSP 8-130 and DSP 2-750) but for now it's only tested with the DSP 8-130.  For each group you can enable or disable sound (toggle mute) or set the volume."
oh1,binding,sonos,true,Sonos,"**Note:** The Sonos binding communicates with the Sonos devices through the UPnP (Universal Plug And Play) protocol. Users of this binding might wish to familiarise them with the protocol and slang. UPnP defines a subscription model whereby a UPnP client can subscribe to UPnP Events that are transmitted by a UPnP device. Sonos Players do emit quite a bit of Events and some are used to capture status variables (see below)."
oh1,binding,souliss,false,Souliss,"[Souliss](http://www.souliss.net/) is a networking framework for Arduino and compatibles boards, and is designed to let you easily build a smart home that is distributed over multiple boards via Ethernet, wireless point-to-point and RS485 bus."
oh1,binding,squeezebox,true,Squeezebox,"This binding integrates the [Logitech Media Server](http://www.mysqueezebox.com) and compatible Squeeze players."
oh1,binding,stiebelheatpump,false,Stiebel Eltron LWZ,"This binding is used to communicate Stiebel Eltron LWZ heat pumps via a serial interface.  The binding is inspired by the work of [Monitoring a Stiebel Eltron LWZ](http://robert.penz.name/heat-pump-lwz) which is hosted at [Heatpumpmonitor](https://launchpad.net/heatpumpmonitor) and is written in Python."
oh1,binding,swegonventilation,false,Swegon Ventilation,"This binding is used to get live data from Swegon ventilation systems into items in openHAB. It should be compatible with at least Swegon CASA models."
oh1,binding,systeminfo,false,System Information,"The System Information binding provides operating system monitoring data, including system memory, swap, CPU, load average, uptime, per-process memory, per-process CPU, file system metrics and network interface metrics."
oh1,binding,tacmi,false,TACmi,"This binding makes use of the CAN over Ethernet feature of the CMI from Technische Alternative. Since I only have the new UVR16x2, it has only been tested with this controller."
oh1,binding,tcp,false,TCP & UDP,"The TCP and UDP bindings provide basic support for simple ASCII-based protocols. They send and receive data as ASCII strings. Data sent out is by default padded with a CR/LF. This should be sufficient for many home automation devices that take simple ASCII-based control commands, or that send back text-based status messages."
oh1,binding,tellstick,true,Tellstick,"This binding is tested against Tellstick DUO, it should also work with a basic Tellstick.  It supports RF 433 Mhz protocols like: Nexa, HomeEasy, X10, CoCo (KlikAanKlikUit), Oregon e.o."
oh1,binding,tinkerforge,false,TinkerForge,"[TinkerForge](http://www.tinkerforge.com) is a system of open source hardware building blocks that allows you to combine sensor and actuator blocks by plug and play. You can create your individual hardware system by choosing the necessary building blocks for your project and combine it with other home automation products."
oh1,binding,tivo,false,TiVo,"This binding works with older TiVo units which support the v1.0 protocol.  TiVo units that implement the [newer v1.1 API](http://www.tivo.com/assets/images/abouttivo/resources/downloads/brochures/TiVo_TCP_Network_Remote_Control_Protocol.pdf) will encounter some incompatibility.  If you find that button commands (`pause, play, record`) work, but `nowshowing` does not work, you likely have a Tivo that implements the v1.1 protocol."
oh1,binding,ucprelayboard,false,UCProjects.eu Relay Board,"This binding provides support for relay board available from [ucprojects.eu](http://ucprojects.eu) (site in Polish)"
oh1,binding,upb,false,UPB,"The UPB binding is used to enable communication between openHAB and UPB devices. This binding requires the use of a UPB PIM or power-line modem. This binding has only been tested against simple automated devices."
oh1,binding,urtsi,true,Somfy URTSI II,"This binding communicates with Somfy URTSI II devices over a serial connection."
oh1,binding,vdr,false,Video Disk Recorder (VDR),"The Video Disk Recorder (VDR) binding allows openHAB to control your own digital satellite receiver and [Video Disk Recorder](http://www.tvdr.de)."
oh1,binding,wago,false,WAGO,"The WAGO Binding provides an interface to Ethernet-enabled Modbus-Controllers from WAGO."
oh1,binding,weather,false,Weather,"The Weather binding collects current and forecast weather data from different providers with a free weather API. You can also display weather data with highly customizable html layouts and icons."
oh1,binding,wemo,true,Wemo,"This binding integrates the [Belkin WeMo Family](http://www.belkin.com/us/Products/c/home-automation/).  The integration happens either through the WeMo-Link bridge (feature still to come) which acts as an IP gateway to the ZigBee devices, or through Wi-Fi connection to standalone devices."
oh1,binding,withings,false,Withings,"The Withings binding allows openHAB to synchronize data from the official Withings API to items. The following body measure types are supported: diastolic blood pressure, fat free mass, fat mass weight, fat ratio, heart pulse, height, systolic blood pressure, weight."
oh1,binding,wol,false,Wake-on-LAN,"For Windows computers not in a domain, the firewall must be configured properly (allow remote shutdowns) and the DWORD-Regkey `LocalAccountTokenFilterPolicy` in `HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System` must be set to 1."
oh1,binding,xbmc,true,XBMC binding (for KODI) (1.x),"This binding allows openHAB items to receive realtime updates about information like player state and running media from one or more instances of KODI (formerly known as XBMC)."
oh1,binding,xpl,false,xPL,"The xPL binding grabs xPL message values in items and sends xPL commands."
oh1,binding,yamahareceiver,true,Yamaha Receiver (1.x),"This binding connects openHAB with various Yamaha Receivers."
oh1,binding,zibase,false,Zibase,"Zibase is a French home automation box that supports multiple RF protocols including 433 Mhz (Chacon, Visionic, Oregon...), ZWave, EnOcean, X2D."
oh1,binding,zwave,true,Z-Wave,"The openHAB Z-Wave binding allows you to connect to your Z-Wave wireless mesh network.  A Z-Wave network typically consists of one primary controller “stick”, zero or more additional controllers and zero or more Z-Wave enabled devices, e.g. dimmers, switches, sensors etc."
oh2,binding,digitalstrom,true,digitalSTROM,"This binding integrates the [digitalSTROM-System](http://www.digitalstrom.de/)."
oh2,binding,fsinternetradio,true,FS Internet Radio,"This binding integrates internet radios based on the [Frontier Silicon chipset](http://www.frontier-silicon.com/)."
oh2,binding,hue,true,Philips Hue,"This binding integrates the [Philips Hue Lighting system](http://www.meethue.com)."
oh2,binding,lifx,true,LIFX,"This binding integrates the [LIFX LED Lights](http://www.lifx.com/). All LIFX lights are directly connected to the WLAN and the binding communicates with them over a UDP protocol."
oh2,binding,ntp,false,NTP,"The NTP binding is used for displaying the local date and time based update from an NTP server."
oh2,binding,sonos,true,Sonos,"This binding integrates the [Sonos Multi-Room Audio system](http://www.sonos.com)."
oh2,binding,wemo,true,Belkin Wemo,"This binding integrates the [Belkin WeMo Family](http://www.belkin.com/us/Products/c/home-automation/)."
oh2,binding,yahooweather,true,YahooWeather,"This binding uses the [Yahoo Weather service](https://developer.yahoo.com/weather/) for providing current weather information."
oh2,binding,airquality,false,Air Quality,"This binding uses the [AQIcn.org service](http://aqicn.org) for providing air quality information for any location worldwide."
oh2,binding,allplay,true,AllPlay,"This binding integrates devices compatible with [Qualcomm AllPlay](https://www.qualcomm.com/products/allplay)."
oh2,binding,amazondashbutton,true,Amazon Dash Button,"The Amazon Dash Button is a very cheap device in order to integrate it in your home automation setup."
oh2,binding,astro,false,Astro,"The Astro binding is used for calculating"
oh2,binding,atlona,false,Atlona,"This binding integrates Atlona AT-UHD-PRO3 HdBaseT matrix switches [Atlona AT-UHD-PRO3 HdBaseT matrix switches](http://www.atlona.com) into your openHAB installation."
oh2,binding,autelis,true,Autelis Pool Control,"Autelis manufactures a network enabled pool interface for many popular pool systems.  See [the Autelis website](http://www.autelis.com) and the  [Autelis Command Protocol](http://www.autelis.com/wiki/index.php?title=Pool_Control_(PI)_HTTP_Command_Reference) for more information."
oh2,binding,avmfritz,true,AVM FRITZ!,"The binding integrates the AHA ( [AVM Home Automation](http://avm.de/ratgeber/smart-home/) ) system."
oh2,binding,boschindego,false,Bosch Indego,"This is the Binding for Bosch Indego Connect lawn mowers."
oh2,binding,chromecast,true,Chromecast,"The binding integrates Google Chromecast streaming devices."
oh2,binding,coolmasternet,true,CoolMasterNet,"The CoolMasterNet binding is used to control [CoolMasterNet HVAC bridge devices](https://coolautomation.com/products/coolmasternet/), using the 'ASCII I/F' plaintext TCP control protocol."
oh2,binding,dscalarm,true,DSC Alarm,"This is an OpenHAB binding for a DSC PowerSeries Alarm System utilizing the EyezOn Envisalink 3/2DS interface or the DSC IT-100 RS-232 interface."
oh2,binding,exec,false,Exec,"This binding integrates the possibility to execute arbitrary shell commands."
oh2,binding,feed,false,Feed,"This binding allows you to integrate feeds in the OpenHAB environment."
oh2,binding,freebox,true,Freebox,"This binding integrates the [Freebox Revolution](http://www.free.fr/adsl/freebox-revolution.html) to your openHab installation."
oh2,binding,gardena,false,Gardena,"This is the binding for [Gardena Smart Home](http://www.gardena.com/de/rasenpflege/smartsystem/)."
oh2,binding,globalcache,true,GlobalCache,"The [GlobalCache](http://www.globalcache.com) binding is used to enable communication between openHAB and GlobalCache [GC-100](http://www.globalcache.com/products/gc-100/) and [iTach](http://www.globalcache.com/products/itach/) family of devices.  Global Cache devices enable the control and automation of infrared, serial, and contact closure devices through an IP network (wired or wireless)."
oh2,binding,harmonyhub,false,Logitech Harmony Hub,"The Harmony Hub binding is used to enable communication between openHAB2 and multiple Logitech Harmony Hub devices. The API exposed by the Harmony Hub is relatively limited, but it does allow for reading the current activity as well as setting the activity and sending device commands."
oh2,binding,hdanywhere,false,HDanywhere,"This binding integrates with [HDanywhere](http://www.hdanywhere.co.uk) HDMI matrices."
oh2,binding,hdpowerview,true,Hunter Douglas PowerView,"This is an openHAB binding for the [Hunter Douglas PowerView Motorized Shades](http://www.hunterdouglas.com/operating-systems/powerview-motorization/support) via the PowerView Hub."
oh2,binding,homematic,true,Homematic,"This is the binding for the [eQ-3 Homematic Solution](http://www.eq-3.de/)."
oh2,binding,ipp,false,IPP,"This binding integrates printers, which implement the Internet Printing protocol (IPP). This is the successor of the CUPS binding."
oh2,binding,keba,true,Keba,"This binding integrates the [Keba KeContact EV Charging Stations](http://www.keba.com)."
oh2,binding,kodi,true,Kodi,"[Kodi](https://kodi.tv) (formerly known as XBMC) is an free and open source (GPL) software media center for playing videos, music, pictures, games, and more."
oh2,binding,kostalinverter,true,Kostal inverter,"Scrapes the web interface of the inverter for the metrics of the supported channels below."
oh2,binding,lgtvserial,false,LG TV control using serial protocol,"This binding can send some commands typically used by LG LCD TVs (and some used by projectors)."
oh2,binding,lutron,true,Lutron,"This binding integrates with [Lutron](http://www.lutron.com) light control systems."
oh2,binding,max,true,MAX!,"This is the binding for the [eQ-3 MAX! Home Solution](http://www.eq-3.de/)."
oh2,binding,meteostick,false,Meteostick,"This is the binding for the [Meteostick](http://www.smartbedded.com/wiki/index.php/Meteostick) weather receiver dongle. This is an RF receiver that can receive data directly from Davis weather devices (and others)"
oh2,binding,miele,true,Miele@home,"This binding integrates Miele@home appliances. Miele@home is a Zigbee based network to interconnect and control Miele appliances that are equipped with special modules. See [www.miele.de](http://www.miele.de) for the list of available appliances."
oh2,binding,milight,false,Milight,"The openHAB2 Milight binding allows to send commands to multiple Milight bridges."
oh2,binding,minecraft,true,Minecraft,"This binding integrates Minecraft with openHAB through the [spigot plugin](https://github.com/ibaton/bukkit-openhab-plugin/releases/download/1.5/OHMinecraft.jar) ([sources](https://github.com/ibaton/bukkit-openhab-plugin/tree/master))."
oh2,binding,netatmo,true,Netatmo,"The Netatmo binding integrates the following Netatmo products:"
oh2,binding,network,false,Network,"This binding allows to check, whether a device is currently available on the network."
oh2,binding,oceanic,true,Oceanic,"This binding integrates the Oceanic water softener and management system (www.oceanic.be). The binding supports the Limex IQ and Limex Pro water softeners. The Oceanic systems are also distributed by Syr in Germany (www.syr.de). In order to integrate the Limex into openHAB, the optional CAN-Serial gateway has to be installed"
oh2,binding,onkyo,true,Onkyo,"This binding integrates the Onkyo AV receivers."
oh2,binding,opensprinkler,true,OpenSprinkler,"This binding allows allows basic control of the OpenSprinkler and OpenSprinkler PI (Plus) devices. Stations can be controlled to be turned on or off and rain sensor state can be read."
oh2,binding,orvibo,true,Orvibo,"This binding integrates Orvibo devices that communicate using UDP. Primarily this was designed for S20 Wifi Sockets but other products using the same protocol may be implemented in future."
oh2,binding,pioneeravr,true,PioneerAVR Configuration,"The binding can auto-discover the Pioneer AVRs present on your local network. The auto-discovery is enabled by default. To disable it, you can create a file in the services directory called pioneeravr.cfg with the following content:"
oh2,binding,pulseaudio,true,Pulseaudio,"This binding integrates pulseaudio devices."
oh2,binding,rfxcom,true,RFXCOM,"This binding integrates large number of sensors and actuators from several different manufactures through [RFXCOM transceivers](http://www.rfxcom.com)."
oh2,binding,rme,false,RME,"This binding integrates the RME RainManager rain water pump and management system"
oh2,binding,russound,true,Russound,"This binding provides integration with any Russound system that support the RIO protocol (all MCA systems, all X systems).  This binding provides  compatibility with RIO Protocol v1.7 (everything but the Media Managment functionality).  The protocol document can be found in the Russound Portal ('RIO Protocol for 3rd Party Integrators.pdf').  Please update to the latest firmware to provide full compatibility with this binding.  This binding does provide full feedback from the Russound system if events occur outside of openHAB (such as keypad usage)."
oh2,binding,samsungtv,true,Samsung TV,"This binding integrates the [Samsung TV's](http://www.samsung.com)."
oh2,binding,silvercrestwifisocket,true,Silvercrest Wifi Plug,"This binding integrates the Silvercrest Wifi Socket SWS-A1 sold by Lidl."
oh2,binding,smaenergymeter,true,SMA Energy Meter,"This Binding is used to display the measured values of a SMA Energy Meter device. It shows purchased and grid feed-in power and energy."
oh2,binding,squeezebox,true,Logitech Squeezebox,"This binding integrates the [Logitech Media Server](http://www.mysqueezebox.com) and compatible Squeeze players."
oh2,binding,systeminfo,false,Systeminfo,"System information Binding provides operating system and hardware information including:"
oh2,binding,tellstick,true,Tellstick,"This is an openHAB binding for Tellstick devices produced by Telldus, a Swedish company based in Lund."
oh2,binding,tesla,true,Tesla,"This binding integrates the [Tesla Electrical Vehicle](http://www.teslamotors.com)."
oh2,binding,toon,false,Toon,"The Toon bindings shows among others current room temperature, setpoint, energy and gas usage information."
oh2,binding,urtsi,true,Somfy URTSI II,"The addressable Universal RTS Interface II (URTSI II) can be used to communicate between home automation or other third party systems and SOMFY’s RTS Motors and controls. It is capable of individual or group control, and can be operated via infrared remote, RS232 and RS485 serial communication. Once an input is activated, an RTS radio command is sent to the automated window treatment."
oh2,binding,vitotronic,true,Vitotronic,"Viessmann heating systems with Vitotronic has a optolink Interface for maintenance."
oh2,binding,wifiled,false,WiFi LED,"This binding is used to control LED stripes connected by WiFi. These devices are sold with different names, i.e. Magic Home LED, UFO LED, LED NET controller, etc."
oh2,binding,yamahareceiver,true,Yamahareceiver,"This binding connects openHAB with Yamaha Receivers of product line CX-A5000, RX-A30xx, RX-A20xx, RX-A10xx, RX-Vxxx, RX-Z7, DSP-Z7, RX-S600, HTR-xxxx."
oh2,binding,zoneminder,true,Zoneminder,"This binding offers integration to a ZoneMinder Server. It currently only offers to integrate to monitors (eg. cameras in ZoneMinder). It also only offers access to a limited set of values, as well as a even more limited option to update values in ZoneMinder. It requires at least ZoneMinder 1.29 with API enabled (option 'OPT_USE_API' in ZoneMinder must be enabled). The option 'OPT_TRIGGERS' must be anabled to allow openHAB to trip the ForceAlarm in ZoneMinder."
oh2,binding,zwave,true,ZWave,"The ZWave binding supports an interface to a wireless Z-Wave home automation network."
oh2,binding,zway,false,Z-Way,"Z-Way is a software to configure and control a Z-Wave network. The software comes with a full stack from Z-Wave transceiver with certified firmware to a REST API on high level."
oh1,action,astro,false,Astro,"With the Astro actions, you can calculate sunrise and sunset DataTime values in rules."
oh1,action,ciscospark,false,Cisco Spark,"Cisco Spark can be used to message individuals are _rooms_ when certain events take place in openHAB."
oh1,action,dscalarm,true,DSC Alarm,"This bundle exposes openHAB rule extensions to be used with the DSC Alarm Binding (1.x binding).  It allows the sending of DSC Alarm specific commands from within rules."
oh1,action,ecobee,true,Ecobee,"The Ecobee Action bundle provides actions such as setting and clearing program holds, sending a text message to the thermostat's display, renaming a remote wireless sensor, and other functions that cannot be performed by setting object properties."
oh1,action,harmonyhub,false,Logitech Harmony Hub,"* `harmonyPressButton(<device>, <command>)`"
oh1,action,homematic,true,Homematic,"The Homematic action lets you send messages to a Homematic remote control with a display, currently the HM-RC-19-B (Radio remote control 19 button)."
oh1,action,mail,false,Mail,"This add-on provides SMTP services so your rules and scripts can send e-mails. The `to` paremeter can contain a semicolon-separated list of email addresses."
oh1,action,mios,false,MiOS,"This bundle exposes openHAB Rule extensions to be used with the MiOS Binding (1.x)."
oh1,action,mqtt,true,MQTT,"Publish a message to a topic on an MQTT broker."
oh1,action,nma,false,NotifyMyAndroid,"Sends push messages to your Android devices."
oh1,action,openwebif,false,OpenWebIf,"The OpenWebIf action allows you to send a message to enigma2-based Linux satellite receivers (Dreambox, VU+, Clarke-Tech, ...) with the installed OpenWebIf plugin."
oh1,action,pebble,false,Pebble,"The Pebble action service allows you to send pins and notifications directly to your Pebble watch."
oh1,action,prowl,false,Prowl,"Prowl lets you use push notifications on iOS devices (please check openhab.cfg for required configuration settings):"
oh1,action,pushover,true,Pushover,"The Pushover action service allows you to notify mobile devices of a message using the Pushover API web service."
oh1,action,pushsafer,false,Pushsafer,"The Pushsafer action allows you to notify iOS, Android & Windows 10 Phone & Desktop devices of a message using the Pushsafer API web service."
oh1,action,satel,false,Satel,"The Satel Action bundle provides actions to read the event log of the connected alarm system, check current connection status and override configured user code."
oh1,action,squeezebox,true,Squeezebox,"Interact directly with your Squeezebox devices from within rules and scripts."
oh1,action,telegram,false,Telegram,"The Telegram Action service allows sending formatted messages to Telegram clients ([https://telegram.org](https://telegram.org)), by using the Telegram Bot API."
oh1,action,tinkerforge,false,TinkerForge,"The TinkerForge Action service provides direct interaction with some of the TinkerForge devices."
oh1,action,twitter,true,Twitter,"Twitter can be used to 'tweet' notifications when certain events take place in openHAB."
oh1,action,weather,false,Weather,"The Weather Action service provides meteorological information to your scripts and rules."
oh1,action,xbmc,true,XBMC,"Sends notifications to the Kodi open source home theater software (formerly known as XBMC)."
oh1,action,xmpp,true,XMPP,"This set of actions allows you to send a message to an XMPP user or multi-user chat, or send a message with an attachment to an XMPP user."
oh1,action,xpl,false,xPL,"This add-on provides xPL message sending on the network."
oh1,persistence,caldav,false,CalDAV,"This binding can be used to connect through the CalDAV Interface to calendars."
oh1,persistence,cosm,false,Xively (formerly Cosm),"This service allows you to feed item states to the [Xively IoT Platform](https://www.xively.com/)."
oh1,persistence,db4o,false,db4o,"db4o is a pure Java object database, which uses a simple database file for persistence."
oh1,persistence,dynamodb,false,Amazon DynamoDB,"This service allows you to persist state updates using the [Amazon DynamoDB](https://aws.amazon.com/dynamodb/) database. Query functionality is also fully supported."
oh1,persistence,exec,false,Exec,"This service allows you to execute commands in the underlying OS to persist item states. It could be used to, for example, call the original `rrdtool` CLI tool."
oh1,persistence,influxdb,true,InfluxDB (0.9 and newer),"This service allows you to persist and query states using the [InfluxDB](http://influxdb.org) time series database. The persisted values can be queried from within openHAB. There also are nice tools on the web for visualizing InfluxDB time series, such as [Grafana](http://grafana.org/)."
oh1,persistence,influxdb08,false,InfluxDB (up to 0.8.x),"This service allows you to persist and query states using the [InfluxDB](http://influxdb.org) time series database. The persisted values can be queried from within openHAB. There also are nice tools on the web for visualizing InfluxDB time series, such as [Grafana](http://grafana.org/)."
oh1,persistence,jdbc,false,JDBC,"This service writes and reads item states to and from a number of relational database systems that support [Java Database Connectivity (JDBC)](https://en.wikipedia.org/wiki/Java_Database_Connectivity).  This service allows you to persist state updates using one of several different underlying database services. It is designed for a maximum of scalability, to store very large amounts of data and still over the years not lose its speed."
oh1,persistence,jpa,false,Java Persistence API (JPA),"This service allows you to persist state updates using a SQL or NoSQL database through the [Java Persistence API](https://en.wikipedia.org/wiki/Java_Persistence_API).  The service uses an abstraction layer that theoretically allows it to support many available SQL or NoSQL databases."
oh1,persistence,mapdb,false,mapdb,"The [mapdb](http://www.mapdb.org/) Persistence Service is based on simple key-value store that only saves the last value. The intention is to use this for `restoreOnStartup` items because all other persistence options have their drawbacks if values are only needed for reload.  They:"
oh1,persistence,mongodb,false,MongoDB,"This service allows you to persist state updates using the MongoDB database.  It supports writing information to a MongoDB document store, as well as querying from it."
oh1,persistence,mqtt,true,MQTT,"This service allows you to feed item states to an MQTT broker using the openHAB persistence strategies.  The destination broker, topic and messages are configurable."
oh1,persistence,mysql,false,MySQL,"This service allows you to persist state updates using the [MySQL](https://www.mysql.com/) database. Note that other SQL databases need a separate service due to incompatibilities between different SQL databases."
oh1,persistence,rrd4j,false,rrd4j,"The [rrd4j](https://github.com/rrd4j/rrd4j) Persistence service is based on a round-robin database."
oh1,persistence,sense,false,Sen.Se,"This service allows you to feed item data to [Sen.Se web site](http://open.sen.se)."
oh1,persistence,sitewhere,false,SiteWhere,"The [SiteWhere](http://www.sitewhere.org/) persistence service allows openHAB item states to be forwarded to a SiteWhere server instance running locally or in the cloud. Selected events from an openHAB instance can be stored in SiteWhere under a virtual device with hardware ID specified in the persistence provider implementation."
oh1,io,dropbox,true,Dropbox Synchronization,"This service will synchronize files on your openHAB server, such as configuration and log files, to and/or from your Dropbox account."
oh1,io,gcal,true,Google Calendar Scheduler,"The Google Calendar Scheduler allows you to control items in openHAB at scheduled times in the future.  It will send commands to items or update the state of items when defined on one of your Google Calendars."
oh2,io,homekit,false,HomeKit Add-on,"This is an add-on that exposes your openHAB system as a bridge over the HomeKit protocol."
oh2,io,hueemulation,false,openHAB Hue Emulation,"Hue Emulation exposes openHAB items as Hue devices to other Hue HTTP API compatible applications like an Amazon Echo."
oh2,io,imperihome,false,ImperiHome integration service,"This IO service exposes openHAB Items to the Evertygo [ImperiHome](http://www.evertygo.com/imperihome) dashboard app for Android and iOS."
oh2,io,openhabcloud,false,openHAB Cloud Connector,"The openHAB Cloud Connector allows connecting the local openHAB runtime to a remote [openHAB Cloud](https://github.com/openhab/openhab-cloud/blob/master/README.md) instance, such as [myopenHAB.org](http://www.myopenHAB.org), which is an instance of the"
oh2,voice,mactts,false,MacOS Text-to-Speech,"The MacOS Text-to-Speech (TTS) service uses the MacOS 'say' command for producing spoken text."
oh2,voice,marytts,false,Mary Text-to-Speech,"The Mary Text-to-Speech (TTS) service is a pure Java implementation of a TTS service, which uses the [MaryTTS](http://mary.dfki.de/) project of DFKI."
oh2,voice,voicerss,true,VoiceRSS Text-to-Speech,"VoiceRSS is an Internet based TTS service hosted at http://api.voicerss.org."
oh2,iconset,classic,false,Classic Icon Set,"This is a modernized version of the original icon set of openHAB 1.<br/><br/>"
oh2,ui,basic,false,Basic UI,"The Basic UI is a web interface based on Material Design Lite from Google."
oh2,ui,classic,false,Classic UI,"The Classic UI is the original web user interface of openHAB 1 and thus is the most stable and widely used UI as of today."
oh2,ui,paper,false,Paper UI,"The Paper UI is an HTML5 web application. The Paper UI implements Google's Material Design and is responsive, so that it smoothly renders on different screen sizes. All modern browsers (Safari, Chrome, Firefox) besides the Internet Explorer are supported in their newest version. The Internet Explorer is mainly lacking support for SSE."
oh2,ui,habmin,false,habmin,""
oh2,ui,habpanel,false,Configuration,"Unlike Basic UI and other interfaces, HABPanel doesn't use pre-configured sitemaps."
